nombre,codigo,precio_publico,precio_compra,precio_mayoreo,clave_sat,unidad_sat
DESTAPADOR DE CUBETAS 102885,123354,60.0,25.41,50.0,27111765,H87
BOMBA P/APARATO D/AIRE B-70,BPAB70,235.0,129.43,190.0,40101700,H87
CINCEL SDS PLANO 400 MM,117522,643.0,346.5,483.0,27112839,H87
BROCA COBALTO INDUSTRIAL 5/32 100337,BS5-32,30.0,8.62,20.0,27112841,H87
EXTENSION P/RODILLO 2.40 M,CAB56,74.0,39.9,56.0,31211912,H87
EXTENSION P/RODILLO 1.20 M,CAB55,40.0,21.0,30.0,31211912,H87
BANDA TIPO B 29,BAN29B,110.0,31.93,85.0,31151905,H87
PILOTO 3 VIAS 1830-491 ROBERTSHAW,PIL1830491,450.0,242.0,340.0,41112200,H87
TORNILLO B/R 8 X 2 C/PLANA,TBRCP82,2.0,0.4,1.0,40141700,H87
TORNILLO MILIMETRICO 4 X 12 S/T,TMM412,3.0,0.9,2.0,31161500,H87
MALLA SOMBRA 80% 3.60 X 5.00 M,T44709,1352.0,728.45,1014.0,30151901,H87
CUCHILLA DE REP P/CEPILLO 4/5,T12033,95.0,50.86,71.0,27111903,H87
SILICON 100 % TRANSPARENTE 300 ML,T17559,110.0,59.48,85.0,31201600,H87
"CINTA DOBLE CARA ESPUMA BLANCA 1"" X 108 FT",CINMON1,1015.0,468.72,765.0,31201608,H87
TORNILLO P/CONCRETO C/PLANA 1/4 X 2 3/4,TPC14234,3.0,1.5,2.0,31161506,H87
TUBO CROMADO P/CORTINERO 3 MTS,T48974,190.0,86.55,150.0,31162801,H87
CINTA AISLAR ELECTRICA 19 MM X 15M,A305002,20.0,6.03,15.0,31201502,H87
REMACHADORA STD CON 4 BOQUILLAS,T22852,143.0,76.72,107.0,27112700,H87
"ESCUADRA MAGNETICA PARA SOLDAR 4""",T15407,111.0,59.48,83.0,27111909,H87
ACRILASTIC BLANCO 280ML HECORT PINTABLE,ACRILAHP,70.0,35.0,55.0,31201600,H87
COPLE PVC CONDUIT PESADO 1,COPPVCP1,15.0,7.22,11.0,40172808,H87
ZOCLO VININICO 10 CM ROLLO MTO,ZOCLO10M,50.0,21.12,30.0,30161712,H87
APAGADOR SENCILLO CORSA MM,APAG7201,20.0,7.37,15.0,39122216,H87
TOMA SENCILLA POLARIZADA CORSA BLANCA,TOMA7122,25.0,9.56,20.0,39121406,H87
APAGADOR SENCILLO CORSA  BLANCA,APAG7117,20.0,7.47,15.0,39122216,H87
TOMA DUPLEX OCULTO POL C/PLACA CORSA MARFIL,TOMADOBLE7207-7214,50.0,26.94,40.0,39121406,H87
TOMA DOBLE C/PLACA POLARIZADA CORSA BLANCA,TOMA7123-7130,50.0,26.94,40.0,39121704,H87
PLACA DE PLASTICO CORSA 3 VEN BLANCA,PLA7129,25.0,9.38,20.0,39121704,H87
PLACA DE PLASTICO ABS 1 VENTANA MONTANA 1448,PLA1447,25.0,8.65,18.0,39121704,H87
PLACA DE PLASTICO ABS 2 VENTANA CORSA,PLA7212,25.0,9.31,20.0,39121704,H87
CONTACTO TRIPLE  A TIERRA CON CLAVIJA  MARFIL,M1506,30.0,8.38,20.0,39121406,H87
CONECTOR EN SERIE 30CM P/ TUBO LED INTRGRADO,M2719,50.0,25.0,35.0,39111803,H87
ASPERSOR 1.5 L DE MANO,ASP15,350.0,209.0,295.0,21101801,H87
PINZA PRESION PIN-OFF 1/4 -1/2,PINPREPINOFF,650.0,423.0,590.0,27112105,H87
COPLE ADAPTADOR AUTOMOTRIZ R134A  H/M1/3 Y072,COPADAPY072,1685.0,1088.0,1550.0,20121445,H87
COPLE ADAPTADOR AUTOMOTRIZ R134A  H/M1/3 Y073,COPADAPY073,1685.0,1088.0,1550.0,20121445,H87
PEINE 1 PZA 6 EN 18 Y422,PEINEY422,567.0,305.0,450.0,20121445,H87
MARTILLO UnA CURVA MANGO F DE VIDRIO 19997,416F,232.0,125.0,175.0,29905650,H87
BOQUILLA FLAMA DE PUNTA DE LAPIZ  AR,BOQFLA,750.0,397.05,570.0,15300671,H87
FUNDENTE PARA SOLDADURA AUTOGENA PV-700 500 GRS,FUNSOLAUT,250.0,129.4,185.0,11400010,H87
SOLDADURA BRONCE DE 1/8 DESNUDA,SOLBCEDES,65.0,33.48,47.0,16500280,H87
JUEGO DE DESARMADORES DE CAJA 7 PZAS,T21420,303.0,162.93,227.0,27111700,H87
JUEGO DE PUNZON Y CINCELES,JGOPUN,450.0,221.53,350.0,40141700,H87
"MAMGO ARTICULADO 3/4 X 20 """,T13908,840.0,452.59,630.0,27112700,H87
ENFRIADOR PORTATIL RESIDENCIAL,ENF414242,2300.0,1504.31,2095.0,40141700,H87
VASO MOULIMEX PLASTICO FACMX,MXLI020,100.0,45.0,85.0,52152001,H87
DISCO P/DESBASTE METALES 115 X 6 X 22,T12565,40.0,19.83,27.0,31191506,H87
DISCO DESBASTE DE METAL T/27 DE 7 X 1/4,123320,40.0,17.71,30.0,31191506,H87
LIJA DE AGUA # 240,LIJAPA240,10.0,6.01,8.5,30191500,H87
TUERCA PARA CONTRACANASTA METALICA,TCCM-001,45.0,12.5,35.0,40141700,H87
TANQUE P/GAS 45 KG.,TANGAS45,3727.0,2142.0,2985.0,24111816,H87
BIDON METALICO D/ SEGURIDAD TIPO II 5 GAL,BIDMET,3735.0,2012.24,2801.0,24112207,H87
JUEGO DE DESARMADORES LARGOS JOYERO 6 PZA,T14156,216.0,116.38,162.0,27111700,H87
MASCARILLA C/SOPORTE KN95,MASKN95,50.0,25.86,36.0,11162100,H87
LENTE DE SEGURIDAD DEPORTIVO TRANSP,T14301,67.0,36.21,51.0,46181811,H87
CARTUCHO P/REG.HELVEX DER 1/2 VUELTA,FHELVEXD12V,399.0,179.0,299.0,30181808,H87
CARTUCHO P/REG.HELVEX IZQ 1/2 VUELTA,FHELVEXI12V,399.0,179.0,299.0,30181808,H87
DADO LARGO 3/8 X 10 MM,T13770,56.0,30.17,42.0,27112700,H87
EXTENSION P/DADO 3/8 X 6,T13916,104.0,56.03,78.0,40141700,H87
EXTENSION P/DADO 3/8 X 3,T13663,72.0,38.79,50.0,40141700,H87
CORTADORA DE AZULEJO MANUAL CAZ-40,T12929,904.0,487.07,679.0,27112222,H87
EMPAQUE MANGUERA 1/4 CARGA C/10 PZA,XREF055P,60.0,23.0,40.0,31401501,H87
CERRADURA PHILIPS 550 AN,CERRPHI550,700.0,419.83,585.0,31162402,H87
MENSULA DE ACERO 5 X 6 NEGRO A305532,T44451,12.0,5.17,10.0,30191608,H87
MENSULA DE ACERO 8 X 10 NEGRO A305534,T44453,20.0,10.35,16.0,30191608,H87
ASPERSOR SWISSMEX DE 5 LTO,ASPSW5L,1100.0,728.0,875.0,21101800,H87
ROTOMARTILLO 1/2 PROFESIONAL 600 W,T15679,1000.0,538.79,800.0,23101502,H87
KIT TORNILLO SUJETADOR TAZA/TANQUE,PB2040,15.0,5.23,10.0,40141700,H87
MANGUERA 20 M SUPER REFORZADA 4 CAPAS,T19792,312.0,168.1,235.0,40142000,H87
JUEGO P/INSTALAR CERRADURAS P PZA KIT-4P,T26038,200.0,107.76,150.0,27112105,H87
TAPON PARA VALVULA BALITA NEGRA,TAPCAM,5.0,0.87,3.0,25174700,H87
CAMARA 29 X 1.9 X 2.125,CAM292,125.0,56.05,100.0,25172500,H87
CAJA HERRAMIENTA 36 X 16 X 17,D2,629.0,361.53,504.0,24112401,H87
JUEGO DESARMADOR 1000 V,9700C,490.0,239.2,390.0,27111728,H87
EXTRACTOR POLEAS REVERSIBLE DE 6,140506,567.0,325.79,455.0,27111712,H87
PINZA P/ELECTRICISTA KT215-9,PINELE2159,1070.0,613.85,855.0,27112105,H87
COMBO ROTOMARTILLO 12 V 3/8 C/LINTERNA,DCD716D2,4195.0,2409.9,3355.0,31162800,H87
JUEGO DE EXTRACTORES E INSTALADOR DE POLEAS DE LA BOMBA DE DIRECCION,107293,890.0,510.69,711.0,25191700,H87
DESARMADOR BIMATERIAL PHILIPS 1/4 X 4,DBP45,33.0,17.49,25.0,27112701,H87
FLEXOMETRO DE 5 MTS.,T21610,73.0,33.62,55.0,27111801,H87
CARDA P/TALADRO 3 GRUESO,T11570,56.0,30.17,42.0,23131503,H87
CARDA COPA P/TALADRO 2 3/4 GRUESO,T11572,80.0,42.24,70.0,23131503,H87
CARDA  P/TALADRO 4 GRUESO,T11590,90.0,47.41,75.0,23131503,H87
VASTAGO PARA EMPOTRAR DE CPVC CALIENTE,V3061R,110.0,53.75,95.0,23191200,H87
DESARMADOR PALETA 1/4 X 6,T21462,45.0,24.14,34.0,27111701,H87
REGADERA CUADRADA C/ TUBO,RCT104,499.0,235.0,385.0,40141700,H87
VALVULA ESFERA ROSCADA H-H 1/2  400 PSI PALANCA,88H-8,150.0,95.0,125.0,40141607,H87
MANERO DE 4 LBS. TIPO MACETA 22217,141892,215.0,115.5,161.0,27111615,H87
PARRILLA ELECT. 1 QUEMADOR C/T,T23031,250.0,116.38,187.0,48101500,H87
LAMPARA LED 3 W BASE G4 FOCO CAPSULA LUZ CALIDA,T48103,79.0,42.24,59.0,39101600,H87
MACHUELO STD 5/16 X 18  NC,123805,45.0,21.7,35.0,27112806,H87
MACHUELO STD 3/8 X 16  NC,123807,55.0,26.95,45.0,27112806,H87
JUEGO 10 LLAVES ESPANOLA DE 4.8 A 25.4 MM,JGOLLAVESP10,1450.0,952.0,1350.0,27111729,H87
JGO. AUTOCLE DE 9.5MM 10 PZA STD,JGODADO38STD10,850.0,542.5,800.0,27111703,H87
PINZA ELECTRICISTA DE 217 MM,PIN268G,590.0,300.3,420.0,27112106,H87
ALIMENTADOR COFLEX 1/2 X1/2X40,LLA40,64.0,36.63,51.0,40141700,H87
CARTUCHO PARA MEZCLADORA MZF8121FC,AR-004,120.0,36.36,90.0,30181810,H87
CARTUCHO PARA MZF812C/MZF813C/MZF819C,AR-041,135.0,56.65,90.0,30181810,H87
LLAVE JARDIN 1/2 DE ESFERA MANERAL MARIPOSA,VN13ES,90.0,38.65,55.0,40141607,H87
EMPAQUE ORRING 568-212,EMPORR212,5.0,0.95,3.0,31401503,H87
EMPAQUE ORRING 568-218,EMPORR218,5.0,1.29,3.0,31401503,H87
BROCHE MALETERO CHICO # 1,BROMALCH,25.0,7.09,20.0,53141507,H87
PLOMO P/PESCA BOLA 3/8 PZA,PLOPES38P,5.0,1.5,3.0,21111500,H87
CARBON ESCOBILLA B&D WALT GM-12,GM12,45.0,19.2,35.0,31162800,H87
BISAGRA PIANO DE 1 X 1 MTO,LBP1H,45.0,20.0,30.0,31162403,MTR
PUNTA PARA DESARMADOR PLANO P25 DE 2 C/5,T12171,56.0,30.17,42.0,27111734,H87
PUNTA PARA DESARMADOR PLANO P25 DE 2 PZA,T12171P,20.0,5.2,15.0,27111734,H87
CINCHO PLASTICO 18 LB 10 CM PZA,T44300P,0.5,0.12,0.35,31162800,H87
RODAJA NYLON CON PERNO 50MM,T49697,30.0,12.06,25.0,31162701,H87
ADAPTADOR DE PORTALAMPARA A CONTACTO A117245,T46490,15.0,6.9,10.0,36991500,H87
CLAVIJA BLINDADA ATERRIZADA  A117352 AD5560,T46202,30.0,10.34,18.0,31162800,H87
BANDA TIPO A 28,BAN28A,50.0,17.32,30.0,31151905,H87
BUJIA ( 1 PZA) MABE BOTON GRUESO,MBES099,35.0,14.1,25.0,26121600,H87
BUJIA PARA ESTUFA MABE,MBES110,35.0,14.25,25.0,48101500,H87
EMPAQUE MANGUERA 1/4 CARGA PIEZA,XREF005P,5.0,1.0,3.0,31401501,H87
LENTE DE SEGURIDAD MICA AZUL PRETUL LITE,T26009,35.0,17.24,25.0,46181802,H87
BROCHE P/ROPA MADERA C/50,BROROPAM50,60.0,31.78,45.0,53141507,H87
CALENTADOR DE AGUA 18 L 900 W AD1162,153104,55.0,27.3,45.0,40101815,H87
PISTOLA PINTAR GRAVEDAD ALUM 125 ML,PPG4,286.0,154.0,215.0,31211908,H87
CINTA CANELA P/EMPAQUE,T12550,22.0,11.21,16.0,31201517,H87
MENSULAS 4 X 5 BLANCO,T44000,9.0,4.31,7.0,40141700,H87
MENSULA DE ACERO 5 X 6 BLANCA,T44003,12.0,5.17,9.0,30191608,H87
MENSULA DE ACERO 12 X 14 BLANCO,T44014,31.0,16.38,24.0,30191608,H87
MEZCLADORA P/FREGADOR EKON CUELLO SPRAY,60414,480.0,210.48,387.0,30181804,H87
SILICON 100 % USO GENERAL BLISTER 75 ML,SILTUBPENT,55.0,24.55,45.0,31201600,H87
PEGAMENTO J39 LTO,PEGALTOJ39,100.0,47.25,75.0,31201600,H87
CODO PVC CONDUIT 1  PESADO,CODPVCP1,15.0,6.3,10.0,40172808,H87
APAGADOR ESCALERA CORSA BEIGE,APAG7202,25.0,9.31,20.0,39122216,H87
PLACA DE PLASTICO ABS CIEGA MONTANA 1451,PLA7131,25.0,9.31,20.0,39121704,H87
APAGADOR ESCALERA CORSA BLANCO,APAG7118,27.0,7.7,16.0,39122216,H87
ALCAYATA C/ROSCA 18X50 44986,ALC1850,2.0,0.43,1.0,31162800,H87
CARRETILLA CLOSET RIEL TT 4 BAL,CCLORT4,48.0,25.9,37.0,31162800,H87
ESCALERA TIJERA 5 ESCALONES 1.80M,T10496,2320.0,1250.0,1740.0,30191501,H87
SISTEMA DUO PARA DOS PIEZAS DESCARGA DE 2,PB6037,314.0,180.4,251.0,40141640,H87
VALVULA DESCARGA DE 3 SIFON,PB6031BL,150.0,79.59,120.0,40141640,H87
VASTAGO PARA MEZCLADORA,FV3041R,95.0,42.32,70.0,23191200,H87
TALADRO INDUSTRIAL 600 W 1/2,T16665,2480.0,1336.21,1860.0,23101502,H87
PILA ALCALINA TIPO C,T46317,60.0,31.03,45.0,26111700,H87
LIMPIADOR FOAM CLEANER GALON,LIMFOAMG,265.0,141.0,200.0,12163902,H87
GUANTE ANSELL 48-705 T9,GUAN410G,175.0,99.28,140.0,46181504,H87
MULTIMETRO DIGITAL BASICO ROJO,MUL005,160.0,72.0,130.0,41113600,H87
CONTROL UNIVERSAL SMART TV,CONUNISMART,155.0,83.0,116.0,52161525,H87
LLAVE MANGUERA CROMADA  1/2,60703,90.0,42.0,85.0,30181804,H87
REGADERA SATIN 20 CM CUADRADA,10887,254.0,109.77,195.0,30181800,H87
DESAGUE DOBLE P/FREG. PVC C/EXT FLEXIBLE,2317,200.0,75.2,150.0,40141700,H87
MULTICONTACTO TRIPLE PARA EXTENSION 2 POLOS + TIERRA,T46813,20.0,9.48,15.0,39121522,H87
GEL TERMICO 947 ML,XREF139,800.0,431.0,600.0,40141700,H87
COPLE P/CABLE AMARILLO 10-12 C/100,COPAM1012P,400.0,150.0,300.0,40141700,H87
BARRETA UNA 3/4 X 90 CM,T10862,200.0,107.76,150.0,40141700,H87
SIERRA P/MADERA 7 1/4 30D,T18318,216.0,116.38,162.0,23231200,H87
CLAVIJA Y CONTACTO HULE,T48074,25.0,11.21,16.0,40141700,H87
CONTACTO H/L 3P 30A 250V,CWL1530R,410.0,217.74,310.0,39121311,H87
CLAVIJA H/L 3P 30A 250V,CWL1530P,535.0,285.69,400.0,39121311,H87
CUCHILLA CORTAZULEJO CAZ 2  PIEZA,T12936,155.0,81.9,115.0,27112222,H87
CARRO DE CARGA PLEGABLES 150 KGS,T48595,1100.0,560.34,780.0,22101528,H87
JUEGO 9 LLAVES COMBINADAS 1/4-3/4,T15776,824.0,443.97,618.0,27111729,H87
JUEGO DADOS 10 PZAS. STANDARD 1/2,T14176,505.0,271.55,378.0,40141700,H87
FLEXOMETRO DE 8 MTS.CONTRA IMPACTO,T14579,216.0,116.38,162.0,27111801,H87
SIERRA CIRCULAR 7 1/4 1500 W,T11004,2065.0,1112.07,1548.0,40171400,H87
PINZA CORTE DIAG. DE 8,T12350,280.0,150.86,210.0,27112105,H87
EXTRACTOR DE BALEROS 2 1/4,T14516,408.0,219.83,306.0,40141700,H87
ESMERILADORA ANG. 4 1/2  800 W,T18156,1029.0,556.03,775.0,27112704,H87
ESCALERA TIJERA 8 ESCALONES 2.75 mts,ESCTG728-09,3095.0,1778.88,2500.0,30191501,H87
EMPAQUE P/OLLA CINSA SILICON 24 SIRVE TEFAL Y MAGEFE,CIOE002,120.0,50.76,90.0,31401500,H87
CAPACITOR 340-408MF 110-125V,XCAP225,125.0,51.76,95.0,32121500,H87
EMPAQUE MANGUERA 1/4 CARGA C/100 PZA,XREF055,230.0,99.48,175.0,31401501,H87
REGATON MULETA DE 22 MM,REGMUL22,50.0,27.0,40.0,31101601,H87
REGATON MULETA DE 25 MM,REGMUL25,55.0,29.0,45.0,31101601,H87
CARTUCHO P/LAV. ROMZCO MOD.,FROMZCO1,130.0,69.9,100.0,30181808,H87
CARTUCHO P/FREG. ROMZCO MOD.,FROMZCO2,155.0,83.0,120.0,30181808,H87
EMPAQUE P/LLAVE PLANO NEOPRENO 1/2 P 13,EMPPL12N,4.0,1.4,3.0,31401500,H87
BALERO 6004 2RS  C3 SKF,BAL6004,165.0,88.0,125.0,31171500,H87
VINILICA COMEX 19L,VCOM19,2826.0,1624.14,2265.0,31211508,H87
CANDADO MASTER DIELECTRICO 406,CANDIEMAS,396.0,227.1,320.0,20800125,H87
MULTICONTACTO SUPRESOR DE PICOS 450J C/INDICADOR 6 ENTRADAS,T47184,191.0,102.59,143.0,39121522,H87
PIJA MULTIUSOS 6 X 1/2  PZA,T44335P,0.5,0.09,0.35,31162800,H87
BROCA P/VIDRIO  AZULEJO 3/8 TC2445,T11704,77.0,41.37,58.0,27112800,H87
ACTUADOR UNIVERSAL DE 38 MM,ACT3455,150.0,55.0,120.0,40141700,H87
CONECTOR MACHO INSERCION DE 1/2,CONINSM12,15.0,4.45,10.0,40174900,H87
BRIDA GALVANIZADA 1/2,T48737,50.0,26.46,40.0,40141700,H87
TAQUETE PERNO  1/4 x 2 1/2,TAQPER14212,6.0,2.0,4.0,31162102,H87
PLACA 1 CONTACTO 2 USB,P432B,100.0,52.49,75.0,39122200,H87
PEGAMENTO FRP B/AGUA TITEBOND 15.24 L,PEGFRP,2450.0,1405.0,1800.0,31201800,H87
TACHUELA DORADA 17 MM C/25,T44901P,15.0,2.25,10.0,31162000,H87
AZADON MEZCLERO FORJADO 7 C/MANGO,T19740,296.0,159.48,222.0,27112002,H87
DISCO P/CORTE CERAMICA 4  USO GENERAL,T11578,168.0,90.52,126.0,31191602,H87
BROCA P/CONCRETO 3/8 X 6 100409 AD9409,T11224,50.0,21.55,40.0,27112843,H87
RASPADOR C/MANGO LARGO 54 SCR7,T18652,345.0,185.34,260.0,27112009,H87
SOLERA DE 1/8 X 2,SOL182,560.0,321.65,450.0,30103600,H87
CONECTOR RAPIDO P/MANGUERA- ACCESORIOS,T12722,47.0,21.55,35.0,21101800,H87
MATRACA LIBERACION RAPIDA CABEZA SISTEMA REVERSIBLE 3/4,T13900,2024.0,1090.52,1518.0,27112700,H87
PINZA ELECTRICISTA PROFESIONAL DE 9,T17328,264.0,142.24,198.0,27112105,H87
NUDO P/CABLE DE 1/4 C/2,T44084,25.0,12.07,20.0,31162600,H87
PALA CUADRADA TRUPER MANGO LARGO 49,T17170,312.0,168.1,234.0,27112004,H87
BROCA SIERRA BIMETALICA DE 4,T14718,344.0,185.34,258.0,27111500,H87
ESCALERA TIJERA 4 ESCALONES Y BANDEJA,T10264,1840.0,991.38,1380.0,30191501,H87
ESCALERA DE EXTENSION TIPO III 16  PELDANOS,T16026,3120.0,1681.03,2340.0,30191501,H87
CABLE DE ACERO 3/8   6 X 19 FIBRA,CABAC38,80.0,42.7,60.0,31151505,MTR
KIT DE BLOQUEO DE SEGURIDAD ELECTRICO  MASTER,KITBLOSEG,4850.0,3213.12,4500.0,31162800,H87
LLANA 11 X 5 LISA 10 R,T15400,176.0,94.83,132.0,27112226,H87
TUBO NEGRO INDUSTRIAL  DE 2 X 6 MTO,TUBIND2,890.0,476.05,665.0,40181800,H87
REGADERA TELEFONO 44 T,10800,435.0,218.19,350.0,30181800,H87
BOMBA PRESURIZADA 1/3 H.P IGOTO,BOMPRESIG13,1450.0,770.7,1165.0,40151500,H87
POLEA FIJA DE 3  X 5/8,POLFIJA583,90.0,38.27,65.0,31171804,H87
DESARMADOR P/JOYERO 11 PZA,141617,65.0,35.0,50.0,27111700,H87
CLAVIJA CONVERTIDOR 3 - 2 PVC T46256,AD1150,15.0,6.9,10.0,39121463,H87
PORTARROLLO FOSET BASICO,T49612,145.0,76.72,110.0,31162800,H87
JUEGO DE LLAVES ALLEN MM 10 PZA,T15536,115.0,62.07,87.0,40141700,H87
PINZA DE CHOFER MGOS RECUBIERTOS 10,T17302,152.0,81.9,114.0,27112105,H87
TORNILLO TABLAROCA 6 X 1 1/4 CUERDA FINA C/50,TTR6114CF50,35.0,7.5,25.0,40141700,H87
VARILLA ROSCADA DE 7/16,T42414,93.0,50.0,76.0,31161618,H87
TAPON GALV R EXT 1/8 CIFUNSA,TAPGALRE18,25.0,8.94,20.0,40173506,H87
