nombre,codigo,precio_publico,precio_compra,precio_mayoreo,clave_sat,unidad_sat
LAMPARA FLUORESCENTE 20 W,LAMFL20,21.1,12.93,17.34,40141700,H87
ADAPTADOR REDUCTOR P/MICROF.,ADAPJACK,9.99,2.4,3.31,40141700,H87
ELIMINADOR BATERIAS P/ENCENDEDOR,ELIBATENC,131.23,62.5,83.38,40141700,H87
EXTENSION P/TALLER 8 MTS,EXTTALL8,90.29,51.65,68.31,40141700,H87
FOCO HALOGENO AUT. 9006,FOCO9006,55.0,16.73,30.0,40141700,H87
PORTAPILA 9V. BROCHE,PORPIL9,10.0,3.5,6.0,40141700,H87
TOMA COLGANTE POL 2887,TOM2887,35.03,17.92,23.7,40141700,H87
FUSIBLE CARTUCHO 30 A REF.,T47290,15.0,6.03,10.0,40141700,H87
FILAMENTO HALOGENO 150 W,FOCOHAL150,30.0,5.22,20.0,40141700,H87
LAMPARA VELADORA C/APAG.,LAMVEL,20.31,9.73,13.55,40141700,H87
ADAPTADOR 2 H RCA A 1 M RCA,ADAP2H1M,25.07,7.8,10.86,40141700,H87
GRAPA C/CLAVO 6MM C/100,GRA6MM,25.0,8.75,20.0,40141700,H87
EXTENSION P/VIDEO 1.80 MTS,EXTV180,55.0,35.0,45.0,40141700,H87
FOCO 12V 3MM INDICADOR TRANS.,FOCO2348,6.0,2.25,2.98,40141700,H87
INTERRUPTOR PUSH CUADRADO# 5,INT64041,8.02,2.7,3.58,40141700,H87
PILA P/TELEFONO 3.6V 250MAH,PILTEL3.6,45.75,23.4,30.95,40141700,H87
FOCO REFLECTOR EXT. 150 W,FOCORE150,45.22,27.12,35.87,40141700,H87
GRAPA AISLADA # 5,GRAAIS5,10.03,4.45,5.89,40141700,H87
LAMPARA CUARZO DE 500 W,LAMCUA500,130.48,54.6,72.84,40141700,H87
FOCO HALOGENO AUT. 19700 43T,FOCO19700,35.05,12.0,17.25,40141700,H87
LAMPARA CUARZO DE 150 W TRUPER,LAMCUA150,81.28,47.12,62.32,40141700,H87
CLAVIJA REDONDA HULE,136503,20.0,7.5,15.0,39121402,H87
CLAVIJA CONVERTIDOR EUROPEA-AMERICANA,A117401,20.0,8.28,15.0,39121522,H87
FUSIBLE DE CERAMICA P/HORNO 10A,FUSCER10,30.0,5.5,20.0,40141700,H87
FUSIBLE DE CERAMICA P/HORNO 15A,FUSCER15,30.0,5.8,15.0,40141700,H87
FUSIBLE DE CERAMICA P/HORNO 20A,XHM0002,20.0,3.13,15.0,39121611,H87
INTERRRUPTOR NAVAJAS 1 POLO,INTNAV1P,38.0,15.94,25.0,40141700,H87
CLAVIJA CONVERTIDOR TRIPLE,CLACONVTR,15.0,4.89,10.0,40141700,H87
CONECTOR COAXIAL - RCA,CONRCACOA,9.99,3.78,5.44,40141700,H87
CONVERTIDOR RF SUPERNINTENDO,CONSUPNIN,60.15,26.82,37.01,40141700,H87
MULTIMETRO DIGITAL FULGORE,FP0077,100.0,53.78,75.0,41113630,H87
MULTIMETRO DIGITAL CON GANCHO MUT 202,T10404,1000.0,538.79,750.0,41113630,H87
INTERRUPTOR ON - OFF DE CADENA,INTA-P,27.95,16.2,21.42,40141700,H87
MULTICONTACTO 6 ENT. GENLIT,GLMB6E2J,185.0,96.07,125.0,39121710,H87
APAGADOR DE PUSH 117211,136558,20.0,9.48,15.0,40141700,H87
CAJA GALV. 2 X 4 REFORZADA,CAJA24R,20.0,10.68,16.0,39121303,H87
CABLE USO RUDO 4 X 14,CABUR414,65.0,35.77,55.0,39121440,MTR
FLASHER 552 2 PATAS,FLA5522P,40.0,14.0,30.0,39122315,H87
DUCTO CORRUGADO 3/8 MTO.,DUCTCORR38,20.0,5.0,15.0,40141700,H87
COPLE P/RCA HEM/HEM DOBLE 8313,COPRCAHHD,13.02,5.5,8.29,40141700,H87
CONTROL UNIVERSAL PARA SMART TV,CONRM260,155.0,83.0,116.0,52161525,H87
DIVISOR 4 VIAS COAXIAL,DIV4V,15.0,4.49,6.51,40141700,H87
CLAVIJA P/ENCENDEDOR DE AUTO,CLAENC,15.02,3.9,6.79,40141700,H87
EXTENSION TELEFONICA 2.00M,EXTTEL2,25.0,12.5,20.0,40141700,H87
EXTENSION P/ANTENA AUTO 1.80,EXTANT180,22.77,9.9,13.1,40141700,H87
EXTENSION RCA DE 1.80 MT. GRUESA,EXTRCA180G,32.0,15.55,20.56,40141700,H87
EXTRACTOR DE SOLDADURA MALLA,EXTSOL,25.98,11.2,14.94,40141700,H87
SOLDADURA P/CAUTIN TUBO 20G,SOLCAUT,10.02,3.72,5.46,40141700,H87
PROBADOR D/CORRIENTE PROCO14,T13988,20.0,12.0,16.0,40141700,H87
INTERRUPTOR 3 X 30 ISA,INT330,133.99,77.67,102.72,40141700,H87
APAGADOR OCULTO 214 R TIPO T,APAGT-T,15.18,5.95,8.73,40141700,H87
CLAVIJA POLARIZADA 2887 EL,CLA2887,25.0,6.4,15.0,40141700,H87
FILAMENTO HALOGENO 500 W,FOCOHAL500,60.0,23.0,40.0,40141700,H87
AIRE EVAPORATIVO MCA. DEGREE,AIREEVA,1369.41,909.0,1202.15,40141700,H87
ABRAZADERA OMEGA 3/4 A102302,T46924,5.0,1.38,4.0,31162414,H87
ABRAZADERA UNA DE 1 1/4 46040,ABRU114,6.0,2.75,5.0,31162906,H87
APAG. ESCALERA EVOLUCION C/L,APAEEVOP,50.01,30.41,40.22,40141700,H87
TOMACORRIENTE EVOLUCION ATER.,TOMAEVOA,25.12,15.6,20.63,40141700,H87
PLACA 1 VENTANA EVOLUCION,PLAEVO1V,24.06,14.63,19.34,40141700,H87
PLACA 3 VENTANA EVOLUCION,PLAEVO3V,24.06,14.63,19.34,40141700,H87
APAG. SENCILLO EVOLUCION C/L,APAGSEVOP,35.12,19.1,28.24,40141700,H87
PLACA 2 VENTANA EVOLUCION,PLAEVO2V,24.06,14.63,19.34,40141700,H87
CONECTOR P/BAFLE RED. AU104,CONBAFLE,10.09,2.75,3.63,40141700,H87
INTERRUPTOR PALANCA 6 TORNILLOS,INTPAL6T,30.06,7.2,9.52,40141700,H87
PILA P/TELEFONO 3.6V 600MAH,PILTEL600,118.67,49.0,82.71,40141700,H87
SOQUET AUTOMOTRIZ P/DISPAREJA,SOQAUTPD,15.05,5.07,10.56,40141700,H87
SOQUET PLASTICO 4  BTICINO,SOQPLAQ,8.0,5.27,6.97,40141700,H87
CABLE AUTOMOTRIZ # 4 (M),CABAUT4,95.0,41.04,72.0,40141700,H87
CINTA AISLAR  COLOR 18 MTS ROJA,T12504,25.0,10.85,20.0,31201502,H87
POLIDUCTO NEGRO 1/2 MTO,POLNEG12M,15.0,4.5,10.0,40141700,MTR
ANTENA P/T.V. PORTATIL,ANTTVPOR,30.0,10.5,20.0,40141700,H87
EXTENSION P/CPU Y MONITOR 3X18E-1.8,EXTCPU,95.0,51.0,75.0,39121400,H87
GRAPA P/CABLE TELEFONICO,GRATEL,18.05,7.94,11.52,40141700,H87
LINTERNA 2 PILAS AA HECORT,LIN2PAA,35.05,18.36,24.28,40141700,H87
TOMA P/EXTENSION POLARIZADA,TOMEXTTRI,15.0,4.35,10.0,40141700,H87
GRAPA DE CINTURON # 3,GRACIN3,5.01,1.69,2.43,40141700,H87
ABRAZADERA UNICANAL 3/4,ABRUN34,13.0,3.7,10.0,40141700,H87
FOCO CHISGUETERO AMARILLO,FOCOCHISAM,86.37,57.33,75.82,40141700,H87
FOCO LED A19 15 W A120029 A129044,FOCOLED15,65.0,14.66,45.0,32111503,H87
CONECTOR USO RUDO DE 1/2,CONUR12,12.0,5.63,10.0,39121700,H87
CONECTOR RECTO PLICA 3/4,CONPLI34R,20.0,10.34,17.0,40141700,H87
ABRAZADERA OMEGA 2 T46032,ABROME2,10.0,4.48,8.0,31162906,H87
RED BUSH. CONDUIT 1 1/4 X 1/2,REDBCON11412,30.0,12.3,22.0,40173600,H87
RED BUSH. CONDUIT 1 1/4 X 3/4,REDBCON11434,30.0,11.71,22.0,40173600,H87
CODO P/D 3/4,CODPD34,60.0,26.01,45.0,39121464,H87
CAJA SOQUET P/TELEFONO DOBLE,CAROSDOBT,20.08,3.9,8.15,40141700,H87
ABRAZADERA U ROSCADA C/T 1,ABRUR1,3.0,1.16,1.6,40141700,H87
ABRAZADERA U ROSCADA C/T 1 1/4,ABRUR114,3.99,1.45,2.0,40141700,H87
ABRAZADERA U ROSCADA C/T 1 1/2,ABRUR112,5.03,1.62,2.23,40141700,H87
CABLE POL. 2 X 20,CABPO220,7.0,1.15,5.0,40141700,H87
FOCO HALOGENO AUT. 9007-100W,FOCO9007,80.0,18.1,57.0,40141700,H87
TERMOFIT 3.00 (MTO) AD11291,TERM3,25.0,2.87,15.0,40141700,MTR
TERMOFIT 4.0 (MTO),TERM4,16.89,7.0,9.74,40141700,H87
TERMOFIT 7.0 (MTO),TERM7,35.15,15.0,20.88,40141700,H87
TERMOFIT 10 (MTO),TERM10,40.0,11.54,25.0,40141700,H87
TERMOFIT 13 (MTO),TERM13,50.0,18.5,35.0,40141700,MTR
FOCO HALOGENO AUT. 9004 AZUL,FOCO9004A,65.1,37.0,48.93,40141700,H87
LAMPARA TALLER 8 M MET.,LAMTALM,257.62,113.4,188.51,40141700,H87
LINTERNA 2 PILAS AA,LINA2PAA,136.01,73.28,97.75,40141700,H87
PORTAPILA 2 AA,PORPIL2AA,15.0,5.5,12.0,40141700,H87
ROSETA PLASTICA BTICINO 4,ROSBTI4,25.0,12.2,17.0,40141700,H87
PROBADOR D/CORRIENTE PROCO14X,PROCO14X,25.0,13.5,22.0,40141700,H87
CAJA GALV. 3 OCTAGONAL REF.,CAJA3RO,10.0,4.32,8.0,40141700,H87
CAPUCHON AZUL CAL 22-14,CAPAZUL,1.0,0.3,0.44,40141700,H87
CAPUCHON GRIS CAL 22-16,136802,41.0,21.7,31.0,39121445,H87
CAPUCHON NARANJA CAL 12-14 C/10PZA,T47329,20.0,9.48,15.0,26121600,H87
CAPUCHON AMARILLO CAL 18-10 10 PZA,T47328,23.0,10.34,17.0,26121600,H87
CAPUCHON ROJO CAL 18-10,CAPROJO,10.0,4.27,7.0,40141700,H87
CONDULET LR DE 1/2,CONLR12,49.0,27.23,38.0,39131711,H87
FOCO REFLECTOR EXT. 100 W  PAR38,FOCORE100,62.0,35.7,47.22,40141700,H87
LAMPARA FLUORESCENTE T-8 30 W,LAMT832,85.0,35.0,65.0,40141700,H87
FOCO FLAMA 25 W,FOCOFLAMA25,30.0,12.5,25.0,40141700,H87
FOCO FLAMA 40 W,FOCOFLAMA40,30.0,10.5,25.0,40141700,H87
TIMBRE CAMPANA INDUSTRIAL 4,T46607,184.0,99.14,138.0,43202204,H87
LAMPARA AHORRADORA 20 W FP0003,FP0003,50.0,25.83,39.0,40141700,H87
FOCO UN FILAMENTO PELLISCO,FOCO3156,25.0,9.73,20.0,25173001,H87
FOCO DOS FILAMENTOS PELLISCO,FOCO3157,30.0,8.99,20.0,25173001,H87
INTERRUPTOR RED. 120V BTS-19,INT64047C,18.0,7.0,10.0,40141700,H87
CANALETA TMK 1740,CANTMK1740,105.23,37.05,70.36,40141700,H87
POLIDUCTO NARANJA 3/4 (M),POLNAR34M,20.0,8.5,15.0,39131712,MTR
EXTENSION  2 RCA MACHO AUDIO  3.5,EXTRCAPLUG,25.01,4.27,7.44,40141700,H87
CONECTOR CURVO PLICA 1/2,CONPL12C,25.0,13.22,20.0,40141700,H87
TOMA COLGANTE P/CLAVIJA IND.,TOMU353S,35.08,7.91,15.23,40141700,H87
FOCO DOM. COLOR ROJO 4006,FOCO4006,20.0,9.03,16.0,39101612,H87
CONVERTIDOR  AUDIO/VIDEO MINI,CONA-VM,64.96,16.5,30.16,40141700,H87
COPLE POLIDUCTO 3/4,COPPO34,15.0,5.0,10.0,40141700,H87
FUSIBLE CARTUCHO 60 AMP,FUSCAR60A,35.0,15.0,25.0,40141700,H87
CONTRATUERCA P/D 3/4,CONTUEPD34,3.0,0.95,1.5,40141700,H87
CASSETTE ADAPTADOR P/DISCMAN,CASADAP,123.0,53.0,80.0,40141700,H87
CONTROL P/TELEVISION MINI,CONTVMINI,70.17,29.8,39.75,40141700,H87
DIVISOR C/ SWICH A-B,DIVA-B,20.02,8.26,11.98,40141700,H87
JACK P/ENCENDEDOR AUTOMOTRIZ,JACKENC,15.03,5.4,7.14,40141700,H87
ABRAZADERA UNA DE 1,ABRU1,5.0,2.0,3.5,40141700,H87
FOCO HALOGENO AUT. H4 P43T-38,FOCOH4,50.0,20.0,30.0,01010101,H87
CONVERTIDOR 1 JACK RCA-1PLUG6.3,CON8321,8.02,2.7,3.58,40141700,H87
FOCO HALOGENO AUT. H3 12V 55W,FOCOH3,30.24,11.3,19.29,40141700,H87
DIMMER ATENUADOR 600 W,DIMMER-640W,143.0,76.72,103.0,40141700,H87
CANALETA P/TECHO LARGA,CANTECHL,120.64,80.0,106.72,40141700,H87
CONECTOR CURVO PLICA 3/4,CONPLI34C,30.0,13.28,20.0,40141700,H87
TOMACORRIENTE MODUS 2P+T B,TOMAMOP,30.0,16.31,23.0,40141700,H87
APAG. SENCILLO MODUS BLANCO,APAGSBTB,30.6,16.49,21.99,40141700,H87
PLACA 1 VENTANA MODUS BLANCO,PLAIVENMB,28.15,15.17,20.24,40141700,H87
PORTA LAMPARA FLUORESCENTE. (2 PZA) 136674,136674,25.0,10.01,17.0,39111803,H87
PORTALAMPARA C/LLAVE,GL-ATPBAL,30.0,10.72,20.0,39121730,H87
TAPON P/TOMACORRIENTE,T46690,15.0,6.9,10.0,39111500,H87
TOMA TELEFONICA 4 H MODUS,TOMATELM,21.03,11.43,15.11,40141700,H87
TOMA COAXIAL  MODUS,TOMACOAXM,40.43,21.78,29.06,40141700,H87
CABLE POL. 2 X 14,CABPOL214,20.0,6.11,15.0,26121800,MTR
LAMPARA C/SENSOR DE MOVIMIENTO 360,T46274,185.0,99.14,138.0,39111500,H87
LAMPARA CIRCULAR 22 WTTS T-5,LAMCIR22T,65.0,34.87,45.0,40141700,H87
FOCO HALOGENO AUT. 9006 AZUL,F0C09006A,70.27,47.0,62.16,40141700,H87
INTERRUPTOR UNIVERSAL P/AUTO,INTUNIVAUTO,70.04,40.6,53.69,40141700,H87
CABLE P/ACUMULADOR .58MT.,CABACU58,80.73,54.0,71.42,40141700,H87
CABLE P/ACUMULADOR .81MT,CABACU81,101.66,68.0,89.93,40141700,H87
CABLE P/ACUMULADOR .25MT,CABACU25,47.84,32.0,42.32,40141700,H87
CABLE P/ACUMULADOR .30MT,CABACU30,53.82,36.0,47.61,40141700,H87
CABLE P/ACUMULADOR .86MT,CABACU86,104.65,70.0,92.58,40141700,H87
CABLE P/ACUMULADOR 1.12 MT,CABACU112,125.58,84.0,111.09,40141700,H87
TWEETER MASTER TW9,TWEETER,40.19,17.5,24.36,40141700,H87
SOQUET P/ANUNCIO,SOQANUN,10.01,2.87,4.13,40141700,H87
FOCO PETITE CLARO COLOR NAVIDENO,FOCOPETCOL,1.0,0.17,0.39,40141700,H87
FOCO PETITE PILOTO NAVIDENO,FOCOPETPIL,1.5,0.52,0.95,40141700,H87
AD 103 1 JACK 6.3ST-1PLUG 3.5 ST,8303,9.99,2.65,4.58,40141700,H87
AD 104 1 JACK 3.5ST-1PLUG 6.3 ST,8305,10.01,3.7,6.38,40141700,H87
ADAPTADOR PLUG 101 6.3 MONO,8341,5.0,1.44,2.48,40141700,H87
ADAPTADOR PLUG 104 6.3 ST MET,8345,12.02,5.5,9.49,40141700,H87
UNIDAD TERMICA SD 2 X 20,UNITERSD220,790.0,424.0,600.0,39121640,H87
CABLE COAXIAL RG 6,CABRG6,9.99,1.75,4.58,40141700,H87
CARGADOR DE PILAS UNIVERSAL,CARGAPILA,220.98,127.0,169.42,40141700,H87
EXTENSION P/VIDEO 0.90 MTS,EXTV90,10.33,4.49,5.93,40141700,H87
CABLE THW #12 ROLLO,CAB12R,1770.0,953.0,1550.0,26121634,H87
ROSETA 4  C/TOMA Y CADENA,136667,79.0,42.0,59.0,39111800,H87
FOCO DOCROICO 120V 50W,FOCODIC120V,20.13,5.7,14.73,40141700,H87
FOCO DOCROICO 12V 50W,FOCODIC12V,25.0,9.25,15.0,40141700,H87
LAMPARA AHORRADORA 13 W,LAMAH13,32.0,15.51,22.0,40141700,H87
PORTALAMPARA P/DICROICO,PORLAMDIC,15.0,5.0,10.0,40141700,H87
FOCO AUTOMOTRIZ 1004 P/COFRE,FOCO1004,5.0,1.89,2.61,40141700,H87
FOCO DOS FILAMENTOS PELLISCO AMBAR,FOCO3157AB,35.0,9.3,26.0,25173001,H87
BOTON TIMBRE SOBREPONER,T46010,15.0,6.9,10.0,39122200,H87
LAMPARA TUBULAR LED T8 DE 1200 MM 15 W 6500 K,LAMT815,100.0,43.1,70.0,32111503,H87
TIMBRE DIN DON DOMESTICO,TIMDINDON,80.0,25.18,50.0,40141700,H87
TIMBRE INALAMBRICO C/CLAVIJA 3029,TIMINAL,410.0,269.74,380.0,43202204,H87
UNIDAD TERMICA  2 X 20  ECO,UNITER220E,185.0,74.41,125.0,40141700,H87
UNIDAD TERMICA  2 X 30  ECO,UNITER230F,185.0,74.41,125.0,40141700,H87
DOBLA TUBO CONDUIT 1/2,DOBTUB12,220.0,116.38,165.0,40141700,H87
DOBLA TUBO CONDUIT 3/4,DOBTUB34,315.0,168.1,235.0,40141700,H87
DOBLA TUBO CONDUIT 1,DOBTUB1,650.33,435.0,575.29,40141700,H87
CARGADOR DE PILAS 2 X AA,CARGAPILAAA,60.01,29.9,39.89,40141700,H87
LAMPARA LUZ NEGRA 4 W,LAMLN4,38.25,16.63,22.95,40141700,H87
LAMPARA LUZ NEGRA 6 W,LAMLN6,40.08,21.47,30.44,40141700,H87
MULTICONTACTO 6 EN CUADRO,MULCO6C,45.0,21.55,30.0,40141700,H87
CANALETA TMK 1020 C/PEGAMENTO,CANTMK1020P,49.99,23.37,30.91,40141700,H87
CAIMAN ELECTRICO 1 C/CABLE COLOR,CAIELE1,15.0,5.0,10.0,39121400,H87
EXTENSION TEL.ESPIRAL 4.50M,EXTTELESP4,17.14,4.62,8.34,40141700,H87
EXTENSION TEL.ESPIRAL 7.60M,EXTTELESP7,20.07,8.35,12.01,40141700,H87
CADENA PLANCHADA # 14  2MM,CADPLA14,25.06,9.19,13.33,40141700,H87
PUNTAS P/MULTIMETRO PUN-510,PUNMUL,85.0,30.0,58.0,41116500,H87
TERMINAL P/CABLE OJO 3/16 AMARILLO,TEROA316,3.0,1.08,2.0,40141700,H87
TOMA SENCILLA POL. ATERRIZADO 23.5MM DORADO 1331,TOMAD1331,36.0,17.41,24.0,40141700,H87
LAMPARA DE BURO TRUPER PUSH,LPUSHL,54.3,29.15,38.55,40141700,H87
PORTALAMPARA CARTON C/ROSCA,PORLAMCAR,20.13,8.75,11.57,40141700,H87
TOMA CORRIENTE DOBLE POL. BLANCO,TOMCORDPB,10.03,4.0,5.52,40141700,H87
PLACA P/TOMA DOBLE BLANCO,PLATDOBLEB,10.0,1.75,5.0,40141700,H87
AD 108 1JACK 6.3MONO-PLUG 3.5 MONO,8309,10.02,2.7,6.21,40141700,H87
AD 133 2JACK RCA 1 PLUG 3.5 ST,8329,10.05,4.75,8.2,40141700,H87
EXTENSION RCA P/AUDIO Y VIDEO 2.75M,EXTRCAAV275,30.0,6.58,15.0,40141700,H87
ABRAZADERA OMEGA 1 1/2 46031,ABROME112,9.0,3.96,7.0,31162906,H87
FOCO DOCROICO 130V 50W T/A19,FOCODIC130V,20.86,11.34,15.65,40141700,H87
QUINTA TERMINAL P/220,QUITER,55.0,28.71,45.0,39121311,H87
ANTENA GIRATORIA EXTERIOR FU0903,FU0903-2,363.0,194.92,275.0,40141700,H87
KIT DE CABLE P/AMPLIFICADOR # 10,KITAMPL10,340.0,195.81,275.0,40141700,H87
KIT DE CABLE P/AMPLIFICADOR # 8,KITAMPL8,395.0,225.03,315.0,40141700,H87
TUBO COND. P/G 1 1/4 X 1,TUBPG1141,130.0,65.0,110.0,40141700,H87
GABINETE CANAL 2 X 39 COMPLETA,GAB239C,405.42,233.0,310.82,40141700,H87
GABINETE CANAL SLIM LINE 2 X 59/60/75 COMPLETA,GAB275C,655.0,354.31,505.0,40141700,H87
BALASTRA 2 X 39 LUMICON,BAL239L,206.45,126.0,181.24,40141700,H87
BALASTRA 2 X 75 LUMICON,BAL275L,191.91,127.26,169.77,40141700,H87
SUPRESOR DE RUIDO 12 AMP SR12,SUPRUI12,79.87,45.0,60.03,40141700,H87
SUPRESOR DE RUIDO 20 AMP SR20,SUPRUI20,58.31,33.8,44.7,40141700,H87
SUPRESOR DE RUIDO SENAL BAJA,SUPRUISB,95.49,54.16,72.24,40141700,H87
EXTENSION ELECTRICA 3 M CAL16,T48006,45.0,24.14,34.0,39121440,H87
EXTENSION ELECTRICA 6 M CAL16,T48024,65.0,33.62,48.0,39121440,H87
CLAVIJA PLASTICA BLANCA C/2 PZA,T46209,25.0,10.34,15.0,31162800,H87
CANDADO P/TELEFONICO PROCTEL,CANTELP,55.2,32.0,42.32,40141700,H87
CONECTOR P/BAFLE RED. AU102,CONBAFLET,9.99,2.7,3.58,40141700,H87
PROBADOR 12-120V DIGITAL FU0224,T18333,45.0,23.28,35.0,40141700,H87
CABLE THW #14 ROLLO,CAB14R,1264.0,681.0,1100.0,40141700,H87
CABLE THW # 8 ROLLO,CAB8R,4631.0,2465.0,4200.0,26121634,H87
LIMPIADOR P/LASER CD,LIMCD,29.95,13.78,18.23,40141700,H87
LIMPIADOR P/LENTE DVD,LIMDVD,49.93,21.6,28.57,40141700,H87
AD 125 2 JACK RCA - 1 PLUG 6.3 ST,8327,10.01,4.75,7.48,40141700,H87
JUEGO TORNILLOS P/MANERAL ACRILICO GRANDE,RE22,50.0,17.99,35.0,40141700,H87
ANTENA GIRATORIA EXT. FULGORE,ANTGIRARG,242.95,130.9,174.63,40141700,H87
FILAMENTO HALOGENO 1500 W,FOCOHAL1500,75.0,35.0,50.0,40141700,H87
GABINETE CANAL 2 X 39 SOLO,GAB239S,146.98,84.47,112.68,40141700,H87
FUSIBLE DE ZINC 60 A,FUSZIN60,15.07,5.6,7.8,40141700,H87
DIVISOR AUDIO Y VIDEO AA182,DIVA-V,63.24,27.26,39.53,40141700,H87
LAMPARA 12V P/ENCENDEDOR,LAM12V,40.16,18.0,24.84,40141700,H87
CONECTOR A TOPE AZUL,CONTOPEAZ,3.0,0.75,1.0,40141700,H87
CONECTOR A TOPE AMARILLO,CONTOPEAM,5.0,1.15,3.0,40141700,H87
CONECTOR A TOPE ROJO,CONTOPER,3.0,0.57,0.86,40141700,H87
FOCO 12V 5W TUBULAR 6418,FOCO6418,4.0,0.8,1.24,40141700,H87
TUBO CONDUIT P/D DE 1,TUBPD1,222.0,127.58,178.0,39131719,H87
INTERRUPTOR 2 X 30 FP,INTER230FP,60.28,34.49,45.61,40141700,H87
CONDULET LB DE 1,CONLB1,51.85,29.41,39.23,40141700,H87
CONDULET FS 3/4,CONFS34,120.0,73.0,105.0,39121305,H87
FOCO REFLECTOR EXT. 75 W PAR 380,FOCORE75,95.0,26.63,65.0,40141700,H87
GABINETE CANAL 2 X 75 COMP. IND.,GAB275CIND,529.74,354.34,468.61,40141700,H87
PROTOBOARD TABLILLA DE PRUEBA,PROTO,170.0,92.0,140.0,40141700,H87
TERMINAL HEMBRA L 22-18 110,THL2218,2.0,0.79,1.0,40141700,H87
TERMINAL OJO AMARILLO 5/32,TOAM532,2.0,0.57,0.76,40141700,H87
TERMINAL HEMBRA AMARILLA AISLADA TOTAL .250,THAT250,6.0,3.07,4.0,40141700,H87
EXTENSION ELECTRICA 4 M CAL16,T48012,52.0,27.59,39.0,39121440,H87
EXTENSION ELECTRICA 5 M CAL16,EXTELE165,65.0,31.03,44.0,40141700,H87
AD 117 1 JACK RCA  1-PLUG 6.3 MONO,8321,10.03,2.85,4.92,40141700,H87
EXTENSION SUPER VIDEO (DVD),EXTSV,50.0,18.0,35.0,40141700,H87
CABLE THW #10 ROLLO,CAB10R,2786.0,1501.0,2560.0,26121634,H87
CONECTOR P/D 1,CONPD1,25.0,13.0,20.0,40141700,H87
FOCO AUTOMOTRIZ 1141,FOCO1141,10.0,2.46,6.0,25173001,H87
CONECTOR COAXIAL C/ROSCA RG6,CONCOARG6,5.05,0.52,1.22,40141700,H87
FLASHER 552 3 PATAS,FLA5513,38.2,19.6,26.15,40141700,H87
FOCO AUTOMOTRIZ 1141 AZUL,FOCO1141AZ,5.0,1.64,2.27,40141700,H87
ABRAZADERA UNICANAL 1/2,ABRUN12,10.0,3.5,6.0,40141700,H87
ABRAZADERA UNICANAL 1,ABRUN1,11.0,5.6,8.0,31162414,H87
CLAVO P/CONCRETO (KG) 1 1/2,CPC112,120.0,52.59,80.0,31162000,KGM
CLAVO P/CONCRETO (KG) 2,CPC2,120.0,52.59,80.0,31162005,KGM
CODO HUMO GALV. DE 6,CODHUM6,80.0,37.61,60.0,40171500,H87
COLADERA UNIVERSAL FIYASA,COLUNIF,35.17,17.23,23.99,40141700,H87
COLLAR CHICO P/PERRO,COLLARCH,28.98,18.0,23.81,40141700,H87
COLLAR GRANDE P/PERRO,COLLARG,35.42,22.0,29.1,40141700,H87
COLLAR MEDIANO P/PERRO,COLLARM,32.2,20.0,26.45,40141700,H87
CONECTOR  Y  PLASTICO WF0301,C24022,30.0,15.0,22.0,40141700,H87
CONTRACANASTA PRACTICA,CONTPRAC,33.19,15.6,21.53,40141700,H87
SOGA PLASTICA 3/16 (KG),SOGPLA316,156.0,61.56,120.0,31151500,KGM
CORDON ALBANIL ALGODON 1 KG.,CORALG,285.0,118.45,235.0,40141700,H87
CORDON GRAFITADO 75 CM,CORGRAF,15.0,3.28,10.0,11151700,H87
CORTA VIDRIO JOBO TC 3117,TC3117,65.0,24.14,45.0,27111500,H87
CORTA VIDRIO MANGO/MADERA 6 CUCHILLAS 107402,T12954,95.0,50.86,78.0,27111514,H87
CORTINA DE HULE P/BANO,CORBAN,120.0,51.71,75.0,40141700,H87
COSMETICO P/BANDA 100 GR,COSBAN24A,65.0,30.0,45.0,01010101,H87
CREOLINA (LTO),CREO,75.0,38.44,60.0,47131803,H87
CRAYON P/SOLDADOR,CRASOL,3.0,0.32,0.79,40141700,H87
CUCHARA ALBANIL #9 BOXER,CB9,35.33,21.94,29.01,40141700,H87
CUCHARA ALBANIL #9 CINTA NEGRA,CCN9,106.7,66.27,87.64,40141700,H87
CHAPA P/ROPERO,CHROP,25.0,8.5,15.0,40141700,H87
CHAROLA P/PINTAR,T19211,55.0,27.59,40.0,31211909,H87
CHISPERO EN TRIANGULO,CHITRI,27.6,17.14,22.67,40141700,H87
CHUMACERA P/AIRE 1,CHUM100,80.0,25.78,55.0,40141700,H87
CHUMACERA P/AIRE 3/4,CHUM340,70.0,30.0,45.0,40101700,H87
CHUMACERA P/AIRE 5/8,CHUM580,70.0,37.46,60.0,40101700,H87
DADO STD CORTO 3/8 X 9/16 12 PTAS,T13638,56.0,30.17,42.0,27111704,H87
DADO TRUPER 13/16,DAD1316,30.04,18.66,24.68,40141700,H87
DADO TRUPER 9/16,T13585,39.0,20.69,29.0,40141700,H87
DESTAPACANOS DESTOP 1L,DESTOP1,65.4,42.44,56.13,40141700,H87
DESTAPACANOS DESTOP 400ML.,DESTOP400,35.14,21.22,28.06,40141700,H87
TERMINAL TELEFONICA GDE 166,TERTEL166,6.04,2.5,4.31,40141700,H87
BASE EMPOTRAR P/DICROICO MOV.,BASDICE,45.29,26.25,34.72,40141700,H87
BASE PARA MEDIDOR 7 X 100,BPM7100,1300.0,855.0,1200.0,40141700,H87
COPLE P/COAXIAL  P/SOLDAR,COPCOAS,10.01,2.0,2.88,40141700,H87
